date,equal,inverse_volatility,risk_parity,markowitz_best_sharpe_default,cvar_bootstrap,cvar_montecarlo,benchmark_sp500
2022-01-03,,,,,,,
2022-01-04,,,,,,,
2022-01-05,,,,,,,
2022-01-06,,,,,,,
2022-01-07,,,,,,,
2022-01-10,,,,,,,
2022-01-11,,,,,,,
2022-01-12,,,,,,,
2022-01-13,,,,,,,
2022-01-14,,,,,,,
2022-01-18,,,,,,,
2022-01-19,,,,,,,
2022-01-20,,,,,,,
2022-01-21,,,,,,,
2022-01-24,,,,,,,
2022-01-25,,,,,,,
2022-01-26,,,,,,,
2022-01-27,,,,,,,
2022-01-28,,,,,,,
2022-01-31,,,,,,,
2022-02-01,,,,,,,
2022-02-02,,,,,,,
2022-02-03,,,,,,,
2022-02-04,,,,,,,
2022-02-07,,,,,,,
2022-02-08,,,,,,,
2022-02-09,,,,,,,
2022-02-10,,,,,,,
2022-02-11,,,,,,,
2022-02-14,,,,,,,
2022-02-15,,,,,,,
2022-02-16,,,,,,,
2022-02-17,,,,,,,
2022-02-18,,,,,,,
2022-02-22,,,,,,,
2022-02-23,,,,,,,
2022-02-24,,,,,,,
2022-02-25,,,,,,,
2022-02-28,,,,,,,
2022-03-01,,,,,,,
2022-03-02,,,,,,,
2022-03-03,,,,,,,
2022-03-04,,,,,,,
2022-03-07,,,,,,,
2022-03-08,,,,,,,
2022-03-09,,,,,,,
2022-03-10,,,,,,,
2022-03-11,,,,,,,
2022-03-14,,,,,,,
2022-03-15,,,,,,,
2022-03-16,,,,,,,
2022-03-17,,,,,,,
2022-03-18,,,,,,,
2022-03-21,,,,,,,
2022-03-22,,,,,,,
2022-03-23,,,,,,,
2022-03-24,,,,,,,
2022-03-25,,,,,,,
2022-03-28,,,,,,,
2022-03-29,,,,,,,
2022-03-30,,,,,,,
2022-03-31,,,,,,,
2022-04-01,,,,,,,
2022-04-04,,,,,,,
2022-04-05,,,,,,,
2022-04-06,,,,,,,
2022-04-07,,,,,,,
2022-04-08,,,,,,,
2022-04-11,,,,,,,
2022-04-12,,,,,,,
2022-04-13,,,,,,,
2022-04-14,,,,,,,
2022-04-18,,,,,,,
2022-04-19,,,,,,,
2022-04-20,,,,,,,
2022-04-21,,,,,,,
2022-04-22,,,,,,,
2022-04-25,,,,,,,
2022-04-26,,,,,,,
2022-04-27,,,,,,,
2022-04-28,,,,,,,
2022-04-29,,,,,,,
2022-05-02,,,,,,,
2022-05-03,,,,,,,
2022-05-04,,,,,,,
2022-05-05,,,,,,,
2022-05-06,,,,,,,
2022-05-09,,,,,,,
2022-05-10,,,,,,,
2022-05-11,,,,,,,
2022-05-12,,,,,,,
2022-05-13,,,,,,,
2022-05-16,,,,,,,
2022-05-17,,,,,,,
2022-05-18,,,,,,,
2022-05-19,,,,,,,
2022-05-20,,,,,,,
2022-05-23,,,,,,,
2022-05-24,,,,,,,
2022-05-25,,,,,,,
2022-05-26,,,,,,,
2022-05-27,,,,,,,
2022-05-31,,,,,,,
2022-06-01,,,,,,,
2022-06-02,,,,,,,
2022-06-03,,,,,,,
2022-06-06,,,,,,,
2022-06-07,,,,,,,
2022-06-08,,,,,,,
2022-06-09,,,,,,,
2022-06-10,,,,,,,
2022-06-13,,,,,,,
2022-06-14,,,,,,,
2022-06-15,,,,,,,
2022-06-16,,,,,,,
2022-06-17,,,,,,,
2022-06-21,,,,,,,
2022-06-22,,,,,,,
2022-06-23,,,,,,,
2022-06-24,,,,,,,
2022-06-27,,,,,,,
2022-06-28,,,,,,,
2022-06-29,,,,,,,
2022-06-30,,,,,,,
2022-07-01,,,,,,,
2022-07-05,,,,,,,
2022-07-06,,,,,,,
2022-07-07,,,,,,,
2022-07-08,,,,,,,
2022-07-11,,,,,,,
2022-07-12,,,,,,,
2022-07-13,,,,,,,
2022-07-14,,,,,,,
2022-07-15,,,,,,,
2022-07-18,,,,,,,
2022-07-19,,,,,,,
2022-07-20,,,,,,,
2022-07-21,,,,,,,
2022-07-22,,,,,,,
2022-07-25,,,,,,,
2022-07-26,,,,,,,
2022-07-27,,,,,,,
2022-07-28,,,,,,,
2022-07-29,,,,,,,
2022-08-01,,,,,,,
2022-08-02,,,,,,,
2022-08-03,,,,,,,
2022-08-04,,,,,,,
2022-08-05,,,,,,,
2022-08-08,,,,,,,
2022-08-09,,,,,,,
2022-08-10,,,,,,,
2022-08-11,,,,,,,
2022-08-12,,,,,,,
2022-08-15,,,,,,,
2022-08-16,,,,,,,
2022-08-17,,,,,,,
2022-08-18,,,,,,,
2022-08-19,,,,,,,
2022-08-22,,,,,,,
2022-08-23,,,,,,,
2022-08-24,,,,,,,
2022-08-25,,,,,,,
2022-08-26,,,,,,,
2022-08-29,,,,,,,
2022-08-30,,,,,,,
2022-08-31,,,,,,,
2022-09-01,,,,,,,
2022-09-02,,,,,,,
2022-09-06,,,,,,,
2022-09-07,,,,,,,
2022-09-08,,,,,,,
2022-09-09,,,,,,,
2022-09-12,,,,,,,
2022-09-13,,,,,,,
2022-09-14,,,,,,,
2022-09-15,,,,,,,
2022-09-16,,,,,,,
2022-09-19,,,,,,,
2022-09-20,,,,,,,
2022-09-21,,,,,,,
2022-09-22,,,,,,,
2022-09-23,,,,,,,
2022-09-26,,,,,,,
2022-09-27,,,,,,,
2022-09-28,,,,,,,
2022-09-29,,,,,,,
2022-09-30,,,,,,,
2022-10-03,,,,,,,
2022-10-04,,,,,,,
2022-10-05,,,,,,,
2022-10-06,,,,,,,
2022-10-07,,,,,,,
2022-10-10,,,,,,,
2022-10-11,,,,,,,
2022-10-12,,,,,,,
2022-10-13,,,,,,,
2022-10-14,,,,,,,
2022-10-17,,,,,,,
2022-10-18,,,,,,,
2022-10-19,,,,,,,
2022-10-20,,,,,,,
2022-10-21,,,,,,,
2022-10-24,,,,,,,
2022-10-25,,,,,,,
2022-10-26,,,,,,,
2022-10-27,,,,,,,
2022-10-28,,,,,,,
2022-10-31,,,,,,,
2022-11-01,,,,,,,
2022-11-02,,,,,,,
2022-11-03,,,,,,,
2022-11-04,,,,,,,
2022-11-07,,,,,,,
2022-11-08,,,,,,,
2022-11-09,,,,,,,
2022-11-10,,,,,,,
2022-11-11,,,,,,,
2022-11-14,,,,,,,
2022-11-15,,,,,,,
2022-11-16,,,,,,,
2022-11-17,,,,,,,
2022-11-18,,,,,,,
2022-11-21,,,,,,,
2022-11-22,,,,,,,
2022-11-23,,,,,,,
2022-11-25,,,,,,,
2022-11-28,,,,,,,
2022-11-29,,,,,,,
2022-11-30,,,,,,,
2022-12-01,,,,,,,
2022-12-02,,,,,,,
2022-12-05,,,,,,,
2022-12-06,,,,,,,
2022-12-07,,,,,,,
2022-12-08,,,,,,,
2022-12-09,,,,,,,
2022-12-12,,,,,,,
2022-12-13,,,,,,,
2022-12-14,,,,,,,
2022-12-15,,,,,,,
2022-12-16,,,,,,,
2022-12-19,,,,,,,
2022-12-20,,,,,,,
2022-12-21,,,,,,,
2022-12-22,,,,,,,
2022-12-23,,,,,,,
2022-12-27,,,,,,,
2022-12-28,,,,,,,
2022-12-29,,,,,,,
2022-12-30,,,,,,,
2023-01-03,-0.060171675896235795,-0.02786410897462865,-0.11236187491008692,-0.509143318773555,-0.4255399202357801,-0.5244525424523231,-0.8781182509099481
2023-01-04,-0.004300201892956296,0.0261953875677871,-0.05636629914544014,-0.4714476275367638,-0.3767023970823519,-0.47825692058058833,-0.8738734083204814
2023-01-05,-0.03315604070390966,0.000468649599805134,-0.08057381226799706,-0.5000703115476303,-0.3883962564735908,-0.49770189314436325,-0.9193235094362877
2023-01-06,0.19751776406970376,0.23260123827238707,0.155419148805431,-0.24352781085878342,-0.12998772455225407,-0.2691928196910773,-0.7439041081444988
2023-01-09,0.2126221010292668,0.2324843583098188,0.16847499848244157,-0.24627210989846798,-0.11655632036835244,-0.2972980165925758,-0.7438310233397032
2023-01-10,0.2709997911622918,0.2868424004325069,0.21973299625531234,-0.13951947034332357,-0.08127817674645102,-0.233148498361055,-0.6987241575328066
2023-01-11,0.2703736467840803,0.3009682354079312,0.20960592831436145,-0.18441302309610616,-0.10597883365856849,-0.2649337425179392,-0.6394476175824209
2023-01-12,0.29139896432932527,0.31018213043118953,0.23351855225517332,-0.13750654643032306,-0.07985555105085891,-0.250708014409501,-0.6643120152059911
2023-01-13,0.3105671699386331,0.3302505829781161,0.25490746930292185,-0.10451474067431707,-0.05605862298535166,-0.22037030560042686,-0.6601207910703624
2023-01-17,0.333350152796838,0.3472897187467468,0.2635243894269595,-0.053022027608949314,-0.04854800219392283,-0.2257374495847695,-0.6114247356189395
2023-01-18,0.3043454031616605,0.3135321703636527,0.2361837299294903,-0.06143055576550427,-0.05391103428810459,-0.23685347037035911,-0.6785703908675534
2023-01-19,0.3393025036961556,0.3434226551329987,0.27450368711623413,-0.0011172019602156407,-0.015387881343956572,-0.19370410449743888,-0.6364085112978494
2023-01-20,0.42961388193114197,0.4267096588364724,0.34386702276046643,0.06946994116511855,-0.013392268657343304,-0.16074594057222164,-0.5175510777204894
2023-01-23,0.5572163870584855,0.5441522281541443,0.4668163142523934,0.2051468541200122,0.06824158625453733,-0.06319059083888424,-0.423613735172365
2023-01-24,0.614225851619047,0.5954873369480964,0.5181837946530466,0.2976592254250898,0.10773069406970777,-0.016640822016218408,-0.3503172378320671
2023-01-25,0.615031488110364,0.6018542703499254,0.5408802404194982,0.3431809462461038,0.2081777016794581,0.06865754320013621,-0.36328662647790555
2023-01-26,0.7528023988421141,0.7405377036241976,0.674230920108069,0.5069806392463713,0.31606929341078077,0.1760441420556093,-0.26817521189010973
2023-01-27,0.7647900669318409,0.7564076739744744,0.6835813591454022,0.4845805608185173,0.30316202239025886,0.16536102842899664,-0.2523795627204247
2023-01-30,0.7252749489095608,0.7174873780643769,0.6457762208373118,0.46054434559785457,0.2799749601343196,0.14924818929764588,-0.284145050661757
2023-01-31,0.6694653981533079,0.6656652219343363,0.5934909591239943,0.3854450381324248,0.21800250666177504,0.09603199008101664,-0.32603614074044673
2023-02-01,0.6377542639161307,0.6322981279875739,0.5484416626390117,0.3100214830665834,0.11471923261505626,-0.013675644121066723,-0.3624965877759408
2023-02-02,0.628980257477147,0.6110085286326488,0.5336641996821443,0.3198724623354733,0.09087454672443193,-0.05144944318670312,-0.3301675735668444
