date,equal,inverse_volatility,risk_parity,markowitz_best_sharpe_default,cvar_bootstrap,cvar_montecarlo,benchmark_sp500
2022-07-08,,,,,,,
2022-07-11,,,,,,,
2022-07-12,,,,,,,
2022-07-13,,,,,,,
2022-07-14,,,,,,,
2022-07-15,,,,,,,
2022-07-18,,,,,,,
2022-07-19,,,,,,,
2022-07-20,,,,,,,
2022-07-21,,,,,,,
2022-07-22,,,,,,,
2022-07-25,,,,,,,
2022-07-26,,,,,,,
2022-07-27,,,,,,,
2022-07-28,,,,,,,
2022-07-29,,,,,,,
2022-08-01,,,,,,,
2022-08-02,,,,,,,
2022-08-03,,,,,,,
2022-08-04,,,,,,,
2022-08-05,,,,,,,
2022-08-08,,,,,,,
2022-08-09,,,,,,,
2022-08-10,,,,,,,
2022-08-11,,,,,,,
2022-08-12,,,,,,,
2022-08-15,,,,,,,
2022-08-16,,,,,,,
2022-08-17,,,,,,,
2022-08-18,,,,,,,
2022-08-19,,,,,,,
2022-08-22,,,,,,,
2022-08-23,,,,,,,
2022-08-24,,,,,,,
2022-08-25,,,,,,,
2022-08-26,,,,,,,
2022-08-29,,,,,,,
2022-08-30,,,,,,,
2022-08-31,,,,,,,
2022-09-01,,,,,,,
2022-09-02,,,,,,,
2022-09-06,,,,,,,
2022-09-07,,,,,,,
2022-09-08,,,,,,,
2022-09-09,,,,,,,
2022-09-12,,,,,,,
2022-09-13,,,,,,,
2022-09-14,,,,,,,
2022-09-15,,,,,,,
2022-09-16,,,,,,,
2022-09-19,,,,,,,
2022-09-20,,,,,,,
2022-09-21,,,,,,,
2022-09-22,,,,,,,
2022-09-23,,,,,,,
2022-09-26,,,,,,,
2022-09-27,,,,,,,
2022-09-28,,,,,,,
2022-09-29,,,,,,,
2022-09-30,,,,,,,
2022-10-03,,,,,,,
2022-10-04,,,,,,,
2022-10-05,,,,,,,
2022-10-06,,,,,,,
2022-10-07,,,,,,,
2022-10-10,,,,,,,
2022-10-11,,,,,,,
2022-10-12,,,,,,,
2022-10-13,,,,,,,
2022-10-14,,,,,,,
2022-10-17,,,,,,,
2022-10-18,,,,,,,
2022-10-19,,,,,,,
2022-10-20,,,,,,,
2022-10-21,,,,,,,
2022-10-24,,,,,,,
2022-10-25,,,,,,,
2022-10-26,,,,,,,
2022-10-27,,,,,,,
2022-10-28,,,,,,,
2022-10-31,,,,,,,
2022-11-01,,,,,,,
2022-11-02,,,,,,,
2022-11-03,,,,,,,
2022-11-04,,,,,,,
2022-11-07,,,,,,,
2022-11-08,,,,,,,
2022-11-09,,,,,,,
2022-11-10,,,,,,,
2022-11-11,,,,,,,
2022-11-14,,,,,,,
2022-11-15,,,,,,,
2022-11-16,,,,,,,
2022-11-17,,,,,,,
2022-11-18,,,,,,,
2022-11-21,,,,,,,
2022-11-22,,,,,,,
2022-11-23,,,,,,,
2022-11-25,,,,,,,
2022-11-28,,,,,,,
2022-11-29,,,,,,,
2022-11-30,,,,,,,
2022-12-01,,,,,,,
2022-12-02,,,,,,,
2022-12-05,,,,,,,
2022-12-06,,,,,,,
2022-12-07,,,,,,,
2022-12-08,,,,,,,
2022-12-09,,,,,,,
2022-12-12,,,,,,,
2022-12-13,,,,,,,
2022-12-14,,,,,,,
2022-12-15,,,,,,,
2022-12-16,,,,,,,
2022-12-19,,,,,,,
2022-12-20,,,,,,,
2022-12-21,,,,,,,
2022-12-22,,,,,,,
2022-12-23,,,,,,,
2022-12-27,,,,,,,
2022-12-28,,,,,,,
2022-12-29,,,,,,,
2022-12-30,,,,,,,
2023-01-03,0.22512493845192083,0.20990561946923997,0.20659008037438006,0.23374722986935567,0.18147996438363798,0.18107645375253,0.2412752371420042
2023-01-04,0.2253207879636117,0.21008311359155288,0.20679590908642778,0.23386612197025908,0.1816843648887463,0.18121094575002022,0.24131262015462565
2023-01-05,0.22533753827170636,0.21010217221746166,0.20680927873538646,0.23399107531635707,0.18171028526114175,0.18124529920535867,0.2415582445224779
2023-01-06,0.22753203179812517,0.21236142607383712,0.20909567523190514,0.23430142871195414,0.18424676758557906,0.18267646642438198,0.24198576044816222
2023-01-09,0.22752214781047628,0.21235995947960168,0.2090823789675763,0.2342994110328242,0.18423131688680322,0.1827298156651006,0.24198556821129405
2023-01-10,0.22748796423262735,0.21234145812050445,0.2090445216450917,0.23402341258921439,0.1842425934819095,0.18258907820468329,0.24208032052563677
2023-01-11,0.22748882827279307,0.2123982638092036,0.20899321388803593,0.23353638660703374,0.18412961194499597,0.18245141368665402,0.24245111695790375
2023-01-12,0.22761719394960855,0.21245414590311812,0.20911819677979382,0.23381972781318774,0.18418087441096578,0.18248504108296434,0.24228865233666916
2023-01-13,0.2276919096557995,0.21252058393340387,0.20918433247970125,0.23395087884208055,0.18421575940334708,0.1825434923385569,0.24230798203659368
2023-01-17,0.2275595263893071,0.21242490111938267,0.20913666314437174,0.23357284403061615,0.18416229856315025,0.18256642743417467,0.24192234685325112
2023-01-18,0.2277938581892598,0.2127308357774103,0.2093723054769173,0.23364902002999638,0.1842137910813194,0.18269222062518106,0.24238697669812367
2023-01-19,0.22728748671969767,0.21235840712554366,0.20887706128731323,0.23249361945641953,0.18389013373358942,0.18224615716694229,0.2418310512444482
2023-01-20,0.2274606884079148,0.21257854373683455,0.2090752739909339,0.23262907236993127,0.1839061630597741,0.18242510176838997,0.24243344055131938
2023-01-23,0.22765889040240264,0.21264770274962386,0.20915503178639155,0.2323652163475813,0.18380936405245385,0.1822120704350977,0.2425078024041553
2023-01-24,0.2271386786291096,0.21226288956880018,0.20876097055707163,0.2318227252824959,0.18363315252354223,0.18205109303456815,0.2417882996738117
2023-01-25,0.22714340333029834,0.21229702426976718,0.20883191621524394,0.23183157179683322,0.18385484083844222,0.18250820538653195,0.24176935425575108
2023-01-26,0.22680426307740892,0.2119168350614923,0.20825381208817295,0.23113269672434325,0.1827886595636247,0.18155257293363156,0.24173350585002853
2023-01-27,0.2267616211372285,0.2118539674372957,0.20821689794600629,0.2311553587222242,0.18283070091378267,0.181588839361284,0.24174436105417982
2023-01-30,0.2270295112117741,0.21204402091385696,0.20841698604171213,0.23140867418617816,0.18288974860126778,0.18164779001739406,0.2420281189211614
2023-01-31,0.22643573636107506,0.21148690853358867,0.20800698073277737,0.23061633700241843,0.1827232883769177,0.18142372859713454,0.24123402471658156
2023-02-01,0.22602099539360626,0.21111655645416746,0.20749986671974271,0.22897791805886822,0.18204087438121863,0.18054271840453798,0.24071039072028352
2023-02-02,0.2259962799526168,0.21109748639093917,0.20747096717498306,0.22904039752817384,0.18205650633937864,0.18058222689100123,0.24107016276179402
2023-02-03,0.22578719029970457,0.21080693155568672,0.2072824897071994,0.22899107280940273,0.18173847586331154,0.18047683099717232,0.24108729632500228
2023-02-06,0.22585682448040023,0.21088971909373896,0.20737980119058871,0.22883144975722047,0.1816820957254407,0.1804345224564338,0.23994418412637777
2023-02-07,0.22611660562343042,0.21109377730257436,0.20758176063931788,0.22909197419977848,0.18183454125521867,0.18054814393628782,0.24024179381676405
2023-02-08,0.22618244765978304,0.21117429643393454,0.20766550045012913,0.2291836908164143,0.1819789185558484,0.1807433584810441,0.24046317633250244
2023-02-09,0.22611383705810076,0.21108366246164773,0.20764747901530953,0.22917899021227212,0.18203501638319217,0.18083332873119976,0.2404600541444858
2023-02-10,0.22554273252128493,0.2106933093837157,0.2072768062416243,0.22846196830536988,0.1821506640704494,0.1808125171230588,0.24001345881465336
2023-02-13,0.22518182938302633,0.21028070657269038,0.206926039436349,0.22808092998110258,0.1820474701197499,0.18071936249299292,0.23963579444112967
2023-02-14,0.2250016958822824,0.2101212542552881,0.20687339674294683,0.22801262405065084,0.1822279408009362,0.1808860320827526,0.23889561166639722
2023-02-15,0.22490615446264778,0.21009025145883448,0.20678156708073486,0.22756377687227616,0.18215461935956703,0.18077378080879225,0.23888456182917917
2023-02-16,0.2239998386079195,0.20939807754583545,0.20615783574057958,0.22661884583784886,0.18219800430643385,0.1807579891614921,0.2387391004270272
2023-02-17,0.22397407230198027,0.20938194428708798,0.2061512478026071,0.22676047495917984,0.1822213798361345,0.18082166418705653,0.2387497721492513
2023-02-21,0.2243732386202859,0.2097148281091245,0.20651251665962386,0.2271813066654333,0.18226171865891982,0.18090300522240707,0.238652867517224
2023-02-22,0.22433189151081512,0.20969210428807297,0.2065092344979048,0.22714061552104314,0.18229140827732238,0.18093966853056856,0.23855566455377228
2023-02-23,0.2240672368507504,0.2093314730568039,0.20608679074114497,0.22693816193052774,0.1814458150815724,0.1803400099264868,0.23841175638942189
2023-02-24,0.22260057463728242,0.20801675788576546,0.20488575001116172,0.22516074403957514,0.17952067085225626,0.17887519384704495,0.23793629471760838
2023-02-27,0.22195095386207475,0.20761738245150865,0.20445033548733435,0.22334483396498747,0.17957206073663037,0.17886219302841036,0.2374758239190105
2023-02-28,0.22076195554833325,0.20620396915995923,0.20333926832791135,0.2231336016904565,0.17865121259524402,0.17791352063355417,0.23640981311285572
2023-03-01,0.22077175169953775,0.2061853103619659,0.20331583427788166,0.2231995271207748,0.17854329229966676,0.17774024238927447,0.23644176175442136
2023-03-02,0.22081879822489925,0.20630767724572796,0.2034999991807369,0.22358834281008044,0.17887071961522819,0.17800657616907445,0.23607936574026983
2023-03-03,0.22049866085805012,0.20588074697555184,0.20319270717151544,0.22372017352018023,0.1786088206857571,0.17777586678028645,0.23589253617903466
2023-03-06,0.22050117471820654,0.2058665612802474,0.20316956629631366,0.2236893294547695,0.17853082515027788,0.17776425326289144,0.23583981257977654
2023-03-07,0.22086701545623763,0.20626816993304392,0.20360983249863024,0.2240594573826859,0.1787921735086031,0.1779814464446044,0.23619921409106884
2023-03-08,0.21903419153236056,0.20469221180117378,0.20211334309399406,0.22268195457445153,0.1776413298760886,0.17699860621667723,0.23436495581887573
2023-03-09,0.2192942818001022,0.20479975656080399,0.2022059918651945,0.2232586900742291,0.17714690369526634,0.1765199560702169,0.2349763449700264
2023-03-10,0.2188080488311831,0.2045640568454546,0.20173897589030407,0.2220519887027732,0.17689108825566324,0.17604284651633142,0.23397371657325094
2023-03-13,0.2188249532303547,0.20457061653453024,0.20179132693785087,0.22211277622067657,0.17730138073436053,0.17638660193722544,0.23394257604159935
2023-03-14,0.2189268944788109,0.2047117589247339,0.20178567213129986,0.22188518618846584,0.17716568336558897,0.1763810275047603,0.23419334924288945
2023-03-15,0.21909210425788125,0.20476909904268342,0.20181420806480888,0.22257028794467146,0.17716699285459467,0.1763674400044663,0.23418008146286592
2023-03-16,0.21862077295468668,0.20416029825772333,0.20127809143762476,0.22283893980608627,0.17665888833915244,0.17589466390883038,0.2338556207643007
2023-03-17,0.21785975464492607,0.20380434326705385,0.20059780609250902,0.22149591423959974,0.17604921801357468,0.1750006245046223,0.23300338231866832
2023-03-20,0.21782138262328485,0.20370979286555008,0.2006233935776309,0.22212519535018196,0.17615491441335387,0.17512408830112353,0.23284142918837814
2023-03-21,0.21753951976932553,0.20351644910925612,0.2003852879193523,0.22135872002634943,0.17589039469591683,0.1749696347567637,0.23291340870725685
2023-03-22,0.21796107373022866,0.20394894045162237,0.20076349532063462,0.2217079180189392,0.17619894010546783,0.1751800549725968,0.23347187451285156
2023-03-23,0.21773818284494337,0.20378268727724394,0.20053563125184207,0.22141336443720072,0.17598470985191003,0.17487658346557558,0.23320164603651838
2023-03-24,0.21781841217179743,0.2039446265251681,0.200781898026045,0.22156481642908296,0.1764805759654599,0.17540537042068097,0.23297551625370513
2023-03-27,0.21761959798822902,0.20377236510619037,0.20070477981262072,0.22131452359835474,0.17651272024891917,0.17542702992624007,0.2325170537098055
2023-03-28,0.21762274693483954,0.20375310763036678,0.2007014617534757,0.22125155138453084,0.1765383692449111,0.17542040934083938,0.23245512311598898
2023-03-29,0.21786059726812376,0.20396816420180353,0.20087106141566316,0.22127109268369183,0.17656234664451456,0.17544255462875652,0.2327950069306052
2023-03-30,0.21783280230035365,0.20395307233347298,0.20086141957201206,0.22125777597753885,0.17656515227709535,0.1753594997919892,0.23252974405980784
2023-03-31,0.21809499902394017,0.20419929142617324,0.20111973262446867,0.22143131361491797,0.17673081122650586,0.1754921373138005,0.2329281416350442
2023-04-03,0.2180865043190091,0.20418331173728316,0.2011883731670923,0.22166569891989857,0.17694599385865642,0.17570300303375008,0.23245448333053417
2023-04-04,0.21797775847052636,0.2040501725572386,0.20098865065990457,0.22202614143496643,0.17712693094732337,0.17558040686867282,0.23249065090234547
2023-04-05,0.21795875080927432,0.20404381589527193,0.2009581947017844,0.22203066350276496,0.17705234444339693,0.17548711141202655,0.23234790675804565
2023-04-06,0.21753799563011003,0.20378411847955272,0.2006548902775621,0.22165884094676397,0.17694689040935396,0.17542359838196256,0.23205677250167522
2023-04-10,0.21760945999414139,0.20376575428647808,0.20065191118402362,0.22174885235164085,0.1768168664387402,0.17501702907229386,0.2318665885195651
2023-04-11,0.21724225636201752,0.20331386252614667,0.20015900410116588,0.22070561229124844,0.1757488564253559,0.17423461404544138,0.2318228444879047
2023-04-12,0.21725891908607292,0.20333085179403318,0.20015641453012847,0.22069898937398783,0.17572074879613472,0.1742233589387738,0.23184299287230442
2023-04-13,0.21700689032176068,0.20305197825186577,0.19994228786663093,0.22020667498477509,0.17563164775774592,0.17449666184528007,0.2316332016980455
2023-04-14,0.2169886689885889,0.20305465124108893,0.19986432371134158,0.22010434719356864,0.17536367703507677,0.17409618450202452,0.23161797879958948
2023-04-17,0.21664718884339765,0.2028138830424324,0.19958388743003133,0.21974959967475985,0.1752050107940537,0.17398268506907655,0.2313657403077655
2023-04-18,0.21656328011713483,0.20273326531386446,0.19955536590854295,0.2197642491544991,0.1752005920153445,0.17399358509212864,0.23105508364652955
2023-04-19,0.2165598624068771,0.2027300237616606,0.19955788374723216,0.21976175508734494,0.17521099062718143,0.1739772845753487,0.2310550681120258
2023-04-20,0.21629526429073842,0.20243200729891783,0.1993706636193909,0.21970923128908076,0.17513835934840058,0.17384475448016062,0.23055616666954307
2023-04-21,0.21629483514542405,0.20241814498762384,0.1993780630917164,0.21969316863371904,0.1751469545359346,0.17386282889646504,0.2305584286193892
2023-04-24,0.21591670193122064,0.2020821667270554,0.1990561522493176,0.21859753203557414,0.1749244674915439,0.17375890424602372,0.23009687366685413
2023-04-25,0.2130775236439062,0.19931937751846873,0.19628907747573696,0.21625831640058907,0.1733168003486652,0.17201077247792454,0.22896641332454695
2023-04-26,0.21316462561705224,0.1994786785003098,0.19648094046443618,0.21641488402631925,0.17389003025064625,0.1726004258201992,0.22892315828249232
2023-04-27,0.21276039461268817,0.19907847467052098,0.19608837600574214,0.21584451665363671,0.17328133385386363,0.17215677987071049,0.22802996878729195
2023-04-28,0.21281110502188832,0.19911487261648714,0.1961182635031948,0.21584849096698752,0.17325995567396332,0.17216155511441922,0.22816810202703788
2023-05-01,0.21213123961323196,0.19832903481273967,0.19551286056533737,0.21508102899675222,0.17279663711795668,0.17167358669578678,0.2268214441550967
2023-05-02,0.21016194723811954,0.19614210914902216,0.19364873564049162,0.2133000166517819,0.17136134439695563,0.1701208186908063,0.2241852497252593
2023-05-03,0.210215392954495,0.19619932364390014,0.1936937738585722,0.21331787367869443,0.17138416949711632,0.17012422582815756,0.22422632885124816
2023-05-04,0.20999633474644924,0.19602065090705986,0.1934331244121364,0.21309282445842279,0.17119219916625328,0.1699265190858499,0.224291314671095
2023-05-05,0.20845899256605055,0.19443518101656135,0.19193107154988653,0.2126284461986451,0.17018401395676142,0.16849881446691042,0.22305423616548295
2023-05-08,0.20581586499373303,0.19199289137299277,0.18953409783044803,0.20990715504316293,0.16818046310561552,0.16641832496232098,0.22017331729226491
2023-05-09,0.20559763128091285,0.1918089192913611,0.18933131109523968,0.20967461577233026,0.16796995381105664,0.16609699206256093,0.2201472741069519
2023-05-10,0.20324081260289745,0.1897010919418626,0.18718355417836674,0.20820602380623213,0.1662290721687147,0.16463350455955772,0.2178129976388641
2023-05-11,0.20327526813017108,0.18972992355811524,0.1872194724861327,0.20824709186943366,0.16633096304310052,0.16466559716149343,0.2178100827245603
2023-05-12,0.20283573772434463,0.18945825068336739,0.18697099574403622,0.20701987348971124,0.16631843347616335,0.1645916132866585,0.21717313662905993
2023-05-15,0.20303737689781234,0.18956713145435794,0.18715316733983736,0.2070533971046565,0.16634481388425715,0.16458068875668325,0.21718382391384392
2023-05-16,0.20208924553348748,0.18882340093334962,0.18648578268311145,0.20665940161134172,0.16610762734080337,0.16453070560174873,0.21599064141412083
2023-05-17,0.20211628767122058,0.1888466343365554,0.1864972340200873,0.20698603783669703,0.16609357521540957,0.16450776893614025,0.216267606276269
2023-05-18,0.2016156974872127,0.18852930253854763,0.1862339835440027,0.20701549084983026,0.16610419373592675,0.16449939634064353,0.215540005434282
2023-05-19,0.19687152696463808,0.18305749987596007,0.18115706037477136,0.19690308449512978,0.15933353105826292,0.15646099549957143,0.21165989927083592
2023-05-22,0.19680460887422097,0.1829156872278772,0.18111363820364648,0.19693077681644727,0.1594329073475402,0.15650837424748726,0.21156891449146617
2023-05-23,0.19714445108893416,0.1834068532627559,0.18145768092390974,0.19705331277281732,0.15944500571858122,0.15684829508222323,0.21188642696886678
2023-05-24,0.1966307090131998,0.18272708979057728,0.18086657473251533,0.19646524447276034,0.15881976223026573,0.15622852721091474,0.21123074534384162
2023-05-25,0.1969196377108868,0.18279671841135095,0.18087853211711089,0.19790205030143893,0.1587548177181388,0.15615013199629565,0.21123539791217288
2023-05-26,0.19660830641500104,0.18249551427861538,0.18060111817497063,0.19774416093681038,0.1588027010785204,0.1560594373041681,0.21142256881319796
2023-05-30,0.19529275261160592,0.1812553667272763,0.1793978179781752,0.19639034788254345,0.157612304901167,0.15487431667713283,0.2105072555384607
2023-05-31,0.19381675132141313,0.17997660284743539,0.1780020191063849,0.19468589522530894,0.15644005984264853,0.15354504158265447,0.20915679387708935
2023-06-01,0.19334243565126358,0.17952305711561176,0.17758387960548325,0.19399255760669676,0.15619688532348366,0.1533388887122903,0.20928458714334422
2023-06-02,0.19330806964392072,0.17945914919459074,0.1775256194616441,0.19404209104576634,0.15606492588065463,0.153341849794574,0.2096340324828724
2023-06-05,0.192577038106355,0.17862228199643826,0.1767881202584141,0.19364308377635442,0.1557294393488884,0.15251743126480385,0.2088500324894705
2023-06-06,0.19234673485607354,0.1784353650519158,0.1765737870637445,0.19339902255026986,0.1555256940198578,0.15233619341703003,0.20820075076503766
2023-06-07,0.19234798642639636,0.17843848156074915,0.17658134616048146,0.19346666905761628,0.15562413196596941,0.15238512872021645,0.20822001605214482
2023-06-08,0.19209972202711068,0.17829679360049908,0.17642534156753198,0.19321257437767642,0.15565823320975525,0.15250626232975756,0.20809715287671315
2023-06-09,0.191513457305898,0.17764997240704303,0.17589075509933794,0.19301187912707246,0.1554204116206206,0.15219646659333658,0.2078055749484638
2023-06-12,0.1901616747527579,0.1765457628362541,0.17458362024230384,0.19103303379529543,0.15388221590440573,0.151113113353121,0.20659193113318042
2023-06-13,0.1891026623548322,0.17553976384333492,0.1738881551582122,0.19075755040443815,0.15361965695938315,0.15089208773054505,0.20455887428947767
2023-06-14,0.18617928022370217,0.1729510177694164,0.17135691281961352,0.18900996023248057,0.15210741407976708,0.1495069772567219,0.20071736473259813
2023-06-15,0.18635181467163342,0.17313510107827962,0.17150482718672283,0.1890835861629404,0.15232306940729984,0.14954542240359975,0.20099492822174747
2023-06-16,0.18628169196015804,0.17306653340991113,0.17151283789342228,0.18911132176421688,0.1520989259018306,0.1492794209472958,0.20056167663004806
2023-06-20,0.18384273960709133,0.1709707716904626,0.16990812261250024,0.1874868648758841,0.1519631460046714,0.149073687339772,0.197851555358803
2023-06-21,0.1838444018871025,0.1709605262904704,0.16985333723515,0.1873405168082343,0.15174534784078456,0.14858583381705914,0.19793836653944819
2023-06-22,0.18303563340905835,0.16991350115675707,0.16884262158915098,0.18550922066113226,0.15051372448631337,0.14673835678929464,0.19652459125372543
2023-06-23,0.18313570204333665,0.17000973053124455,0.16893048778772138,0.18559035942611746,0.15054238076499057,0.14677999579527376,0.19669165425264787
2023-06-26,0.1830256016366334,0.16987742156656063,0.16884796459481363,0.18532818295615985,0.15055122190060014,0.1465473005652177,0.19655585347676632
2023-06-27,0.18069610757384777,0.16760605953679103,0.16640849094720683,0.1831233170516807,0.14765449729264954,0.143666480916621,0.19454975307121725
2023-06-28,0.18073823731507718,0.16763952462857604,0.1664637362822167,0.18310672366907293,0.14778966694926637,0.14375310739348265,0.1945201423583276
2023-06-29,0.17916970518451308,0.16614515669024502,0.1648194896427536,0.18107395127358747,0.1461871919532764,0.14178986718331948,0.1934479067126214
2023-06-30,0.17918998389148458,0.16624387610420477,0.16486067047025185,0.1812446938966158,0.14617652641088044,0.14175781878671834,0.1937927230596459
2023-07-03,0.17907743925432057,0.1661790384324738,0.1647384597051166,0.18126496755484195,0.14613155095082764,0.1417547155002018,0.19356131574631258
2023-07-05,0.17899550215604765,0.1660351423139115,0.16452156612821064,0.18073576570404346,0.14557299065661525,0.14134027181058162,0.19332756756827174
2023-07-06,0.1791157259163906,0.16612477057996283,0.1646315406457624,0.1809546418892898,0.1456629870453679,0.14143745075650488,0.19351614524952282
2023-07-07,0.1791078318469557,0.166144772806069,0.16462441846511455,0.18088034447401818,0.14564440954028082,0.14141132681398563,0.19352505386115154
2023-07-10,0.17798186678892483,0.1653386826635745,0.1637068344803702,0.17999314573640868,0.14538776350469398,0.141079836334222,0.19299644198939533
2023-07-11,0.17799689814262776,0.1653764270602167,0.16374097445152955,0.1799679219403773,0.14554419903326912,0.14122020854844872,0.19309028472515677
2023-07-12,0.17774056082541623,0.16515590493677998,0.16354289308666548,0.17989326991578408,0.14554215283964228,0.14128384662962445,0.1928258153494427
2023-07-13,0.17756845288892098,0.16493077326710615,0.1633137417111224,0.17947077979126344,0.14505531102744396,0.14089083699859475,0.19272568667709133
2023-07-14,0.17756998228526227,0.16490611149430068,0.1633014392212041,0.17951404464846324,0.145018637888904,0.14088097840705835,0.1926634304524417
2023-07-17,0.17742903887375197,0.16483547364928866,0.16308520478541233,0.1795113553152443,0.14478325651438065,0.14072496086633876,0.19265155523934985
2023-07-18,0.17683524440143839,0.16428419079320494,0.16256588762816718,0.17902166425688257,0.14430346662810656,0.1403003130962343,0.19186852757941036
2023-07-19,0.17676825208164804,0.1641410227441375,0.16251008600971992,0.17859102631437504,0.14419635390033048,0.1402516573629323,0.19165799630625388
2023-07-20,0.17531041508424985,0.16277877914155395,0.16133777511143055,0.17817382696436515,0.14370119794656916,0.13970259854854347,0.1898964158482652
2023-07-21,0.17525712000338323,0.16277094272931766,0.16133357109864943,0.17818161306215968,0.14363195272080764,0.13963643961893185,0.1898230987240162
2023-07-24,0.1750547485580637,0.16257845555580272,0.16118917789323894,0.1781659454975393,0.1435764843204285,0.13958256365605146,0.1896273234465006
2023-07-25,0.17499247231202067,0.16254789554101162,0.16115309162982436,0.17810477980778752,0.1435643489515466,0.13950985958652343,0.1893782450864831
2023-07-26,0.17498427833453964,0.16252970814813278,0.16095522069480073,0.17766408386140936,0.14252388411605216,0.13840634085575385,0.1893786565558513
2023-07-27,0.17497811042227027,0.16256173583500372,0.16103620240911218,0.1776650151909061,0.14276933857068996,0.13858694230847088,0.1891173269897768
2023-07-28,0.17458608370417353,0.16213001222054924,0.16078609828242163,0.17766817642246283,0.1427020288483373,0.1385369229572935,0.18760767363057965
2023-07-31,0.17384053162676386,0.16135491293108137,0.16014339281388495,0.17714996941300226,0.14247048001747986,0.1381669727030933,0.1872513926805637
2023-08-01,0.173384886814069,0.16109097530260919,0.1596332217150169,0.17682220464629603,0.14183934787220676,0.13775679048625705,0.18677477628960792
2023-08-02,0.1733711913911257,0.1610724206661195,0.15960999983153876,0.17705682084774063,0.14200521151507778,0.1379299794249394,0.18729431654535297
2023-08-03,0.17333998906685125,0.16102737525998148,0.15957174858681522,0.17702675013910513,0.1419777590548682,0.13786818823243766,0.1871829974537528
2023-08-04,0.17306706544147962,0.16098139267245976,0.159376366489486,0.17693809353059836,0.1419092245551927,0.1375420614850511,0.1866474280830009
